player,tm,opp,res,mp,fg,fga,fg_pct,3p,3pa,3p_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,game_date,game_id,matchup_id,is_home,won
Jerami Grant,POR,GSW,W,27.6,6,10,0.6,2,4,0.5,8,10,0.8,0,2,2,2,1,0,2,4,22,15.999999999999996,2025-10-24,20251024_Jerami_Grant_POR_GSW,20251024_GSW_POR,,1
Jeremiah Fears,NOP,SAS,L,28.651666666666667,5,8,0.625,0,1,0.0,3,4,0.75,1,3,4,1,2,0,2,2,13,10.499999999999998,2025-10-24,20251024_Jeremiah_Fears_NOP_SAS,20251024_NOP_SAS,,0
Jett Howard,ORL,ATL,L,3.566666666666667,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,3,2.0,2025-10-24,20251024_Jett_Howard_ORL_ATL,20251024_ATL_ORL,,0
Jimmy Butler III,GSW,POR,L,26.716666666666665,3,7,0.429,0,2,0.0,8,10,0.8,1,2,3,4,1,0,1,1,14,13.199999999999998,2025-10-24,20251024_Jimmy_Butler_III_GSW_POR,20251024_GSW_POR,,0
Joan Beringer,MIN,LAL,L,4.783333333333333,1,1,1.0,0,0,0.0,0,0,0.0,1,3,4,0,0,0,0,0,2,3.3,2025-10-24,20251024_Joan_Beringer_MIN_LAL,20251024_LAL_MIN,,0
Jock Landale,MEM,MIA,L,17.7,1,3,0.333,0,2,0.0,2,2,1.0,3,2,5,0,0,1,2,2,4,2.9000000000000004,2025-10-24,20251024_Jock_Landale_MEM_MIA,20251024_MEM_MIA,,0
Joe Ingles,MIN,LAL,L,3.983333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,2025-10-24,20251024_Joe_Ingles_MIN_LAL,20251024_LAL_MIN,,0
John Collins,LAC,PHX,W,23.98333333333333,3,5,0.6,0,1,0.0,4,5,0.8,2,4,6,2,2,0,2,3,10,10.099999999999998,2025-10-24,20251024_John_Collins_LAC_PHX,20251024_LAC_PHX,,1
John Konchar,MEM,MIA,L,7.633333333333334,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,1,1,1,0,0,3,5.4,2025-10-24,20251024_John_Konchar_MEM_MIA,20251024_MEM_MIA,,0
Johnny Juzang,MIN,LAL,L,3.2333333333333334,0,2,0.0,0,2,0.0,1,2,0.5,1,0,1,0,0,0,0,1,1,-0.5,2025-10-24,20251024_Johnny_Juzang_MIN_LAL,20251024_LAL_MIN,,0
Jonathan Isaac,ORL,ATL,L,0.1533333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-24,20251024_Jonathan_Isaac_ORL_ATL,20251024_ATL_ORL,,0
Jonathan Kuminga,GSW,POR,L,24.133333333333333,4,7,0.571,1,2,0.5,7,7,1.0,3,5,8,3,2,0,4,3,16,15.200000000000006,2025-10-24,20251024_Jonathan_Kuminga_GSW_POR,20251024_GSW_POR,,0
Jonathan Mogbo,TOR,MIL,L,3.966666666666667,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,1,0,0,0.7,2025-10-24,20251024_Jonathan_Mogbo_TOR_MIL,20251024_MIL_TOR,,0
Jordan Clarkson,NYK,BOS,W,15.566666666666666,2,5,0.4,2,4,0.5,0,0,0.0,1,2,3,0,0,1,1,2,6,3.5,2025-10-24,20251024_Jordan_Clarkson_NYK_BOS,20251024_BOS_NYK,,1
Jordan Goodwin,PHX,LAC,L,6.083333333333333,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,1,0,3,0,0,-3.1,2025-10-24,20251024_Jordan_Goodwin_PHX_LAC,20251024_LAC_PHX,,0
Jordan Hawkins,NOP,SAS,L,17.8,3,7,0.429,1,4,0.25,0,0,0.0,1,0,1,1,0,0,0,0,7,4.7,2025-10-24,20251024_Jordan_Hawkins_NOP_SAS,20251024_NOP_SAS,,0
Jordan McLaughlin,SAS,NOP,W,6.416666666666667,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,3,2.0,2025-10-24,20251024_Jordan_McLaughlin_SAS_NOP,20251024_NOP_SAS,,1
Jordan Poole,NOP,SAS,L,41.36833333333333,8,20,0.4,3,9,0.333,2,2,1.0,1,3,4,5,0,1,3,4,21,11.4,2025-10-24,20251024_Jordan_Poole_NOP_SAS,20251024_NOP_SAS,,0
Jordan Walsh,BOS,NYK,L,2.438333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-24,20251024_Jordan_Walsh_BOS_NYK,20251024_BOS_NYK,,0
Jose Alvarado,NOP,SAS,L,3.466666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-24,20251024_Jose_Alvarado_NOP_SAS,20251024_NOP_SAS,,0
Josh Hart,NYK,BOS,W,18.966666666666665,1,8,0.125,0,3,0.0,0,0,0.0,6,8,14,3,0,0,0,3,2,4.299999999999999,2025-10-24,20251024_Josh_Hart_NYK_BOS,20251024_BOS_NYK,,1
Josh Okogie,HOU,DET,L,17.456666666666667,3,4,0.75,1,2,0.5,3,4,0.75,2,2,4,1,0,0,1,1,10,9.299999999999995,2025-10-24,20251024_Josh_Okogie_HOU_DET,20251024_DET_HOU,,0
Jrue Holiday,POR,GSW,W,28.02,5,12,0.417,2,4,0.5,0,0,0.0,1,4,5,11,1,0,4,1,12,11.800000000000002,2025-10-24,20251024_Jrue_Holiday_POR_GSW,20251024_GSW_POR,,1
Julian Champagnie,SAS,NOP,W,35.96333333333333,3,8,0.375,1,6,0.167,0,0,0.0,1,7,8,3,1,0,1,0,7,7.5,2025-10-24,20251024_Julian_Champagnie_SAS_NOP,20251024_NOP_SAS,,1
Julius Randle,MIN,LAL,L,29.616666666666667,9,16,0.563,4,8,0.5,4,5,0.8,3,6,9,6,0,0,3,0,26,23.1,2025-10-24,20251024_Julius_Randle_MIN_LAL,20251024_LAL_MIN,,0
Jusuf Nurkić,UTA,SAC,L,18.2,2,7,0.286,0,1,0.0,0,0,0.0,2,9,11,2,1,0,1,1,4,5.0,2025-10-24,20251024_Jusuf_Nurkić_UTA_SAC,20251024_SAC_UTA,,0
Karl-Anthony Towns,NYK,BOS,W,33.071666666666665,6,16,0.375,4,6,0.667,10,12,0.833,6,7,13,3,1,1,5,2,26,20.7,2025-10-24,20251024_Karl-Anthony_Towns_NYK_BOS,20251024_BOS_NYK,,1
Kawhi Leonard,LAC,PHX,W,32.71666666666667,11,21,0.524,1,4,0.25,4,5,0.8,1,4,5,5,1,1,2,0,27,21.4,2025-10-24,20251024_Kawhi_Leonard_LAC_PHX,20251024_LAC_PHX,,1
Keaton Wallace,ATL,ORL,W,11.066666666666666,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,2,0,0,0,0,3,3.7,2025-10-24,20251024_Keaton_Wallace_ATL_ORL,20251024_ATL_ORL,,1
Kel'el Ware,MIA,MEM,W,22.83333333333333,8,12,0.667,1,1,1.0,2,3,0.667,5,4,9,1,1,1,2,3,19,17.299999999999997,2025-10-24,20251024_Kel'el_Ware_MIA_MEM,20251024_MEM_MIA,,1
Keldon Johnson,SAS,NOP,W,19.23333333333333,4,7,0.571,0,1,0.0,0,2,0.0,5,5,10,1,0,0,0,6,8,7.199999999999999,2025-10-24,20251024_Keldon_Johnson_SAS_NOP,20251024_NOP_SAS,,1
Kentavious Caldwell-Pope,MEM,MIA,L,23.066666666666663,2,6,0.333,2,5,0.4,1,1,1.0,0,3,3,6,2,0,2,1,7,8.299999999999999,2025-10-24,20251024_Kentavious_Caldwell-Pope_MEM_MIA,20251024_MEM_MIA,,0
Keon Ellis,SAC,UTA,W,17.001666666666665,1,3,0.333,1,2,0.5,1,2,0.5,0,3,3,1,3,0,2,2,4,3.700000000000001,2025-10-24,20251024_Keon_Ellis_SAC_UTA,20251024_SAC_UTA,,1
Keshad Johnson,MIA,MEM,W,7.633333333333334,2,5,0.4,1,3,0.333,0,0,0.0,0,3,3,0,1,0,0,0,5,4.199999999999999,2025-10-24,20251024_Keshad_Johnson_MIA_MEM,20251024_MEM_MIA,,1
Kevin Durant,HOU,DET,L,36.803333333333335,9,18,0.5,3,3,1.0,16,18,0.889,1,2,3,1,3,1,0,3,37,31.700000000000006,2025-10-24,20251024_Kevin_Durant_HOU_DET,20251024_DET_HOU,,0
Keyonte George,UTA,SAC,L,33.63333333333333,5,15,0.333,1,6,0.167,7,7,1.0,0,2,2,10,0,1,4,2,18,13.0,2025-10-24,20251024_Keyonte_George_UTA_SAC,20251024_SAC_UTA,,0
Khaman Maluach,PHX,LAC,L,4.766666666666667,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,1,0,0,1,1.2999999999999998,2025-10-24,20251024_Khaman_Maluach_PHX_LAC,20251024_LAC_PHX,,0
Khris Middleton,WAS,DAL,W,29.83333333333333,4,13,0.308,1,5,0.2,0,2,0.0,0,4,4,2,3,0,0,3,9,5.1000000000000005,2025-10-24,20251024_Khris_Middleton_WAS_DAL,20251024_DAL_WAS,,1
Klay Thompson,DAL,WAS,L,17.263333333333332,2,7,0.286,1,6,0.167,3,3,1.0,0,4,4,0,1,0,0,0,8,6.100000000000001,2025-10-24,20251024_Klay_Thompson_DAL_WAS,20251024_DAL_WAS,,0
Kobe Brown,LAC,PHX,W,4.766666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3,2025-10-24,20251024_Kobe_Brown_LAC_PHX,20251024_LAC_PHX,,1
Kobe Sanders,LAC,PHX,W,4.766666666666667,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,1,0,1,0,2,0.3000000000000002,2025-10-24,20251024_Kobe_Sanders_LAC_PHX,20251024_LAC_PHX,,1
Kris Dunn,LAC,PHX,W,21.48333333333333,5,8,0.625,2,4,0.5,2,2,1.0,1,1,2,1,3,0,0,1,14,14.7,2025-10-24,20251024_Kris_Dunn_LAC_PHX,20251024_LAC_PHX,,1
Kris Murray,POR,GSW,W,26.536666666666665,6,7,0.857,1,1,1.0,0,0,0.0,0,1,1,1,2,1,1,2,13,12.4,2025-10-24,20251024_Kris_Murray_POR_GSW,20251024_GSW_POR,,1
Kyle Filipowski,UTA,SAC,L,25.25,4,7,0.571,2,4,0.5,0,0,0.0,1,5,6,4,0,0,1,5,10,8.7,2025-10-24,20251024_Kyle_Filipowski_UTA_SAC,20251024_SAC_UTA,,0
Kyle Kuzma,MIL,TOR,W,17.75,4,5,0.8,0,1,0.0,0,0,0.0,0,3,3,0,1,1,1,3,8,6.499999999999999,2025-10-24,20251024_Kyle_Kuzma_MIL_TOR,20251024_MIL_TOR,,1
Kyshawn George,WAS,DAL,W,35.3,11,15,0.733,7,9,0.778,5,5,1.0,2,9,11,4,2,3,5,5,34,31.9,2025-10-24,20251024_Kyshawn_George_WAS_DAL,20251024_DAL_WAS,,1
Landry Shamet,NYK,BOS,W,13.885,1,2,0.5,1,2,0.5,0,0,0.0,0,3,3,0,0,0,2,1,3,0.5,2025-10-24,20251024_Landry_Shamet_NYK_BOS,20251024_BOS_NYK,,1
Larry Nance Jr.,CLE,BKN,W,15.773333333333332,4,8,0.5,0,1,0.0,1,3,0.333,1,2,3,1,1,0,0,0,9,7.2,2025-10-24,20251024_Larry_Nance_Jr._CLE_BKN,20251024_BKN_CLE,,1
Lauri Markkanen,UTA,SAC,L,36.43333333333333,12,23,0.522,4,13,0.308,5,6,0.833,1,3,4,1,0,0,1,1,33,22.2,2025-10-24,20251024_Lauri_Markkanen_UTA_SAC,20251024_SAC_UTA,,0
Leonard Miller,MIN,LAL,L,3.983333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,2,0.6000000000000001,2025-10-24,20251024_Leonard_Miller_MIN_LAL,20251024_LAL_MIN,,0
Lonzo Ball,CLE,BKN,W,22.496666666666663,0,4,0.0,0,2,0.0,2,2,1.0,0,2,2,8,2,0,2,0,2,5.4,2025-10-24,20251024_Lonzo_Ball_CLE_BKN,20251024_BKN_CLE,,1
Luka Dončić,LAL,MIN,W,34.91,14,23,0.609,5,12,0.417,16,19,0.842,1,10,11,8,0,0,3,4,49,42.0,2025-10-24,20251024_Luka_Dončić_LAL_MIN,20251024_LAL_MIN,,1
Luke Kennard,ATL,ORL,W,22.901666666666667,3,5,0.6,0,0,0.0,0,0,0.0,2,1,3,2,1,0,2,3,6,4.599999999999999,2025-10-24,20251024_Luke_Kennard_ATL_ORL,20251024_ATL_ORL,,1
Luke Kornet,SAS,NOP,W,34.54833333333333,6,9,0.667,0,0,0.0,2,4,0.5,9,3,12,4,0,1,0,1,14,19.6,2025-10-24,20251024_Luke_Kornet_SAS_NOP,20251024_NOP_SAS,,1
Malik Monk,SAC,UTA,W,20.836666666666662,7,14,0.5,6,9,0.667,0,0,0.0,0,1,1,3,2,2,1,2,20,17.0,2025-10-24,20251024_Malik_Monk_SAC_UTA,20251024_SAC_UTA,,1
Marcus Smart,LAL,MIN,W,20.666666666666668,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,1,2,0,2,1,3,2.3,2025-10-24,20251024_Marcus_Smart_LAL_MIN,20251024_LAL_MIN,,1
Mark Williams,PHX,LAC,L,13.933333333333334,1,5,0.2,0,0,0.0,0,0,0.0,3,3,6,0,0,0,0,4,2,0.2999999999999994,2025-10-24,20251024_Mark_Williams_PHX_LAC,20251024_LAC_PHX,,0
Marvin Bagley III,WAS,DAL,W,14.9,4,6,0.667,1,2,0.5,1,2,0.5,2,2,4,1,0,0,0,4,10,8.1,2025-10-24,20251024_Marvin_Bagley_III_WAS_DAL,20251024_DAL_WAS,,1
Matisse Thybulle,POR,GSW,W,15.183333333333334,3,3,1.0,2,2,1.0,2,2,1.0,0,2,2,0,3,0,1,2,10,10.9,2025-10-24,20251024_Matisse_Thybulle_POR_GSW,20251024_GSW_POR,,1
Max Christie,DAL,WAS,L,29.49,3,7,0.429,3,6,0.5,0,0,0.0,0,1,1,2,0,0,0,2,9,6.2,2025-10-24,20251024_Max_Christie_DAL_WAS,20251024_DAL_WAS,,0
Michael Porter Jr.,BKN,CLE,L,36.415,13,22,0.591,5,10,0.5,0,0,0.0,0,8,8,3,1,0,2,3,31,23.100000000000005,2025-10-24,20251024_Michael_Porter_Jr._BKN_CLE,20251024_BKN_CLE,,0
Mikal Bridges,NYK,BOS,W,36.06166666666667,5,10,0.5,2,4,0.5,0,0,0.0,2,4,6,2,2,1,2,2,12,10.9,2025-10-24,20251024_Mikal_Bridges_NYK_BOS,20251024_BOS_NYK,,1
Mike Conley,MIN,LAL,L,9.2,0,3,0.0,0,1,0.0,0,0,0.0,1,1,2,1,0,0,2,4,0,-4.0,2025-10-24,20251024_Mike_Conley_MIN_LAL,20251024_LAL_MIN,,0
Miles McBride,NYK,BOS,W,32.288333333333334,3,11,0.273,2,9,0.222,2,2,1.0,2,2,4,4,1,1,0,2,10,9.2,2025-10-24,20251024_Miles_McBride_NYK_BOS,20251024_BOS_NYK,,1
Moses Moody,GSW,POR,L,21.28,1,6,0.167,1,3,0.333,4,6,0.667,0,2,2,0,1,0,2,1,7,1.600000000000002,2025-10-24,20251024_Moses_Moody_GSW_POR,20251024_GSW_POR,,0
Mouhamed Gueye,ATL,ORL,W,29.765,5,9,0.556,2,5,0.4,1,3,0.333,4,4,8,3,0,1,3,2,13,10.899999999999997,2025-10-24,20251024_Mouhamed_Gueye_ATL_ORL,20251024_ATL_ORL,,1
Moussa Cisse,DAL,WAS,L,0.2766666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-24,20251024_Moussa_Cisse_DAL_WAS,20251024_DAL_WAS,,0
Myles Turner,MIL,TOR,W,28.25,2,8,0.25,0,3,0.0,0,0,0.0,0,5,5,2,1,2,3,4,4,-0.1,2025-10-24,20251024_Myles_Turner_MIL_TOR,20251024_MIL_TOR,,1
N'Faly Dante,ATL,ORL,W,3.7,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,1,0,0,0.2999999999999998,2025-10-24,20251024_N'Faly_Dante_ATL_ORL,20251024_ATL_ORL,,1
Naji Marshall,DAL,WAS,L,25.34,2,6,0.333,0,1,0.0,3,3,1.0,1,5,6,4,2,0,1,4,7,8.000000000000002,2025-10-24,20251024_Naji_Marshall_DAL_WAS,20251024_DAL_WAS,,0
Naz Reid,MIN,LAL,L,22.766666666666666,2,9,0.222,1,4,0.25,0,0,0.0,1,4,5,2,1,1,1,3,5,2.3,2025-10-24,20251024_Naz_Reid_MIN_LAL,20251024_LAL_MIN,,0
Neemias Queta,BOS,NYK,L,21.645,3,5,0.6,0,0,0.0,2,3,0.667,2,5,7,1,0,1,2,3,8,6.399999999999999,2025-10-24,20251024_Neemias_Queta_BOS_NYK,20251024_BOS_NYK,,0
Nic Claxton,BKN,CLE,L,31.171666666666667,5,14,0.357,0,1,0.0,0,0,0.0,5,4,9,4,3,0,2,5,10,8.700000000000003,2025-10-24,20251024_Nic_Claxton_BKN_CLE,20251024_BKN_CLE,,0
Nick Richards,PHX,LAC,L,8.95,1,3,0.333,0,0,0.0,0,0,0.0,1,0,1,0,1,0,1,0,2,1.0,2025-10-24,20251024_Nick_Richards_PHX_LAC,20251024_LAC_PHX,,0
Nickeil Alexander-Walker,ATL,ORL,W,30.516666666666666,8,18,0.444,1,10,0.1,2,2,1.0,0,1,1,4,1,0,1,0,19,12.7,2025-10-24,20251024_Nickeil_Alexander-Walker_ATL_ORL,20251024_ATL_ORL,,1
Nicolas Batum,LAC,PHX,W,8.3,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,0,1,0,0,2,3,2.5,2025-10-24,20251024_Nicolas_Batum_LAC_PHX,20251024_LAC_PHX,,1
Nigel Hayes-Davis,PHX,LAC,L,21.32333333333333,3,4,0.75,1,2,0.5,0,0,0.0,1,1,2,0,3,0,0,0,7,9.4,2025-10-24,20251024_Nigel_Hayes-Davis_PHX_LAC,20251024_LAC_PHX,,0
Nikola Jović,MIA,MEM,W,26.933333333333334,6,9,0.667,3,6,0.5,5,5,1.0,1,5,6,4,1,1,1,2,20,21.0,2025-10-24,20251024_Nikola_Jović_MIA_MEM,20251024_MEM_MIA,,1
Noah Clowney,BKN,CLE,L,20.06833333333333,2,4,0.5,1,3,0.333,0,0,0.0,2,3,5,3,1,0,4,0,5,4.4,2025-10-24,20251024_Noah_Clowney_BKN_CLE,20251024_BKN_CLE,,0
Norman Powell,MIA,MEM,W,24.58333333333333,5,10,0.5,2,4,0.5,3,4,0.75,0,6,6,2,2,0,2,2,15,11.999999999999998,2025-10-24,20251024_Norman_Powell_MIA_MEM,20251024_MEM_MIA,,1
OG Anunoby,NYK,BOS,W,29.12,3,10,0.3,2,7,0.286,2,2,1.0,1,1,2,1,2,0,1,3,10,5.699999999999999,2025-10-24,20251024_OG_Anunoby_NYK_BOS,20251024_BOS_NYK,,1
Ochai Agbaji,TOR,MIL,L,11.65,1,1,1.0,0,0,0.0,1,2,0.5,0,1,1,1,0,0,1,3,3,1.0999999999999996,2025-10-24,20251024_Ochai_Agbaji_TOR_MIL,20251024_MIL_TOR,,0
Olivier-Maxence Prosper,MEM,MIA,L,16.933333333333334,2,3,0.667,0,0,0.0,4,4,1.0,3,1,4,1,0,0,3,0,8,6.800000000000001,2025-10-24,20251024_Olivier-Maxence_Prosper_MEM_MIA,20251024_MEM_MIA,,0
Onyeka Okongwu,ATL,ORL,W,33.03333333333333,5,10,0.5,1,3,0.333,6,7,0.857,0,4,4,3,1,3,2,5,17,14.0,2025-10-24,20251024_Onyeka_Okongwu_ATL_ORL,20251024_ATL_ORL,,1
Oso Ighodaro,PHX,LAC,L,20.35,4,7,0.571,0,0,0.0,1,3,0.333,1,5,6,1,0,0,1,2,9,6.000000000000001,2025-10-24,20251024_Oso_Ighodaro_PHX_LAC,20251024_LAC_PHX,,0
P.J. Washington,DAL,WAS,L,39.29,8,14,0.571,2,5,0.4,0,1,0.0,1,8,9,1,2,1,8,3,18,8.3,2025-10-24,20251024_P.J._Washington_DAL_WAS,20251024_DAL_WAS,,0
PJ Hall,MEM,MIA,L,14.116666666666667,3,4,0.75,1,2,0.5,0,0,0.0,0,3,3,0,0,1,0,3,7,5.799999999999999,2025-10-24,20251024_PJ_Hall_MEM_MIA,20251024_MEM_MIA,,0
Paolo Banchero,ORL,ATL,L,35.61666666666667,4,15,0.267,0,5,0.0,3,5,0.6,0,6,6,1,0,0,3,3,11,-0.4000000000000003,2025-10-24,20251024_Paolo_Banchero_ORL_ATL,20251024_ATL_ORL,,0
Pat Spencer,GSW,POR,L,10.916666666666666,2,4,0.5,0,1,0.0,0,0,0.0,1,1,2,1,1,0,0,1,4,4.3,2025-10-24,20251024_Pat_Spencer_GSW_POR,20251024_GSW_POR,,0
Paul Reed,DET,HOU,W,19.36,6,10,0.6,1,1,1.0,0,0,0.0,5,4,9,1,0,2,2,4,13,11.6,2025-10-24,20251024_Paul_Reed_DET_HOU,20251024_DET_HOU,,1
Payton Pritchard,BOS,NYK,L,35.86666666666667,2,10,0.2,1,7,0.143,3,3,1.0,0,5,5,6,1,0,1,3,8,6.3,2025-10-24,20251024_Payton_Pritchard_BOS_NYK,20251024_BOS_NYK,,0
Pelle Larsson,MIA,MEM,W,7.633333333333334,3,5,0.6,2,3,0.667,0,0,0.0,1,1,2,0,1,0,2,2,8,4.9,2025-10-24,20251024_Pelle_Larsson_MIA_MEM,20251024_MEM_MIA,,1
Quinten Post,GSW,POR,L,15.9,2,4,0.5,1,2,0.5,0,0,0.0,3,1,4,1,0,0,1,0,5,5.1,2025-10-24,20251024_Quinten_Post_GSW_POR,20251024_GSW_POR,,0
RJ Barrett,TOR,MIL,L,32.86666666666667,9,12,0.75,1,3,0.333,1,3,0.333,0,6,6,2,2,2,2,2,20,18.2,2025-10-24,20251024_RJ_Barrett_TOR_MIL,20251024_MIL_TOR,,0
Rasheer Fleming,PHX,LAC,L,8.55,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,2,1,0,0,2,0,0.1999999999999999,2025-10-24,20251024_Rasheer_Fleming_PHX_LAC,20251024_LAC_PHX,,0
Rayan Rupert,POR,GSW,W,3.716666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,0.0,2025-10-24,20251024_Rayan_Rupert_POR_GSW,20251024_GSW_POR,,1
Reed Sheppard,HOU,DET,L,20.341666666666665,3,11,0.273,3,4,0.75,0,0,0.0,0,2,2,1,3,0,3,2,9,3.0,2025-10-24,20251024_Reed_Sheppard_HOU_DET,20251024_DET_HOU,,0
Rob Dillingham,MIN,LAL,L,0.9833333333333332,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,2025-10-24,20251024_Rob_Dillingham_MIN_LAL,20251024_LAL_MIN,,0
Ronald Holland II,DET,HOU,W,12.65,3,7,0.429,2,5,0.4,3,4,0.75,2,3,5,3,2,0,2,6,11,8.899999999999999,2025-10-24,20251024_Ronald_Holland_II_DET_HOU,20251024_DET_HOU,,1
Royce O'Neale,PHX,LAC,L,27.916666666666668,4,11,0.364,3,10,0.3,0,0,0.0,1,3,4,1,2,1,2,3,11,6.699999999999999,2025-10-24,20251024_Royce_O'Neale_PHX_LAC,20251024_LAC_PHX,,0
Rudy Gobert,MIN,LAL,L,28.166666666666668,1,2,0.5,0,0,0.0,0,0,0.0,5,2,7,2,0,0,1,3,2,4.3,2025-10-24,20251024_Rudy_Gobert_MIN_LAL,20251024_LAL_MIN,,0
Rui Hachimura,LAL,MIN,W,31.85,10,13,0.769,2,4,0.5,1,2,0.5,1,1,2,0,0,0,0,1,23,18.1,2025-10-24,20251024_Rui_Hachimura_LAL_MIN,20251024_LAL_MIN,,1
Russell Westbrook,SAC,UTA,W,17.433333333333334,3,5,0.6,1,2,0.5,0,0,0.0,0,1,1,4,1,0,2,2,7,5.999999999999999,2025-10-24,20251024_Russell_Westbrook_SAC_UTA,20251024_SAC_UTA,,1
Ryan Dunn,PHX,LAC,L,16.833333333333332,3,5,0.6,0,1,0.0,0,0,0.0,3,2,5,0,0,0,1,4,6,3.799999999999999,2025-10-24,20251024_Ryan_Dunn_PHX_LAC,20251024_LAC_PHX,,0
Ryan Nembhard,DAL,WAS,L,9.75,1,4,0.25,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,1,2,-0.0999999999999999,2025-10-24,20251024_Ryan_Nembhard_DAL_WAS,20251024_DAL_WAS,,0
Ryan Rollins,MIL,TOR,W,29.666666666666668,5,11,0.455,1,5,0.2,2,2,1.0,2,3,5,2,3,1,3,1,13,11.3,2025-10-24,20251024_Ryan_Rollins_MIL_TOR,20251024_MIL_TOR,,1
Saddiq Bey,NOP,SAS,L,27.781666666666663,3,7,0.429,3,4,0.75,0,0,0.0,2,1,3,2,0,0,0,0,9,8.399999999999999,2025-10-24,20251024_Saddiq_Bey_NOP_SAS,20251024_NOP_SAS,,0
Sam Hauser,BOS,NYK,L,27.736666666666668,6,10,0.6,6,10,0.6,0,0,0.0,0,3,3,0,1,1,1,1,18,14.599999999999998,2025-10-24,20251024_Sam_Hauser_BOS_NYK,20251024_BOS_NYK,,0
Sam Merrill,CLE,BKN,W,26.33333333333333,6,11,0.545,6,10,0.6,4,4,1.0,1,0,1,5,1,1,4,4,22,16.999999999999996,2025-10-24,20251024_Sam_Merrill_CLE_BKN,20251024_BKN_CLE,,1
Sandro Mamukelashvili,TOR,MIL,L,15.666666666666666,1,2,0.5,0,1,0.0,2,2,1.0,1,2,3,1,0,0,0,3,4,3.8,2025-10-24,20251024_Sandro_Mamukelashvili_TOR_MIL,20251024_MIL_TOR,,0
Santi Aldama,MEM,MIA,L,19.73333333333333,6,9,0.667,1,2,0.5,0,1,0.0,3,5,8,0,1,0,1,0,13,12.3,2025-10-24,20251024_Santi_Aldama_MEM_MIA,20251024_MEM_MIA,,0
Scottie Barnes,TOR,MIL,L,35.78333333333333,6,15,0.4,2,4,0.5,3,4,0.75,1,4,5,3,3,0,3,3,17,11.299999999999995,2025-10-24,20251024_Scottie_Barnes_TOR_MIL,20251024_MIL_TOR,,0
Shaedon Sharpe,POR,GSW,W,25.01333333333333,5,15,0.333,1,6,0.167,6,6,1.0,0,4,4,1,1,0,2,4,17,7.799999999999999,2025-10-24,20251024_Shaedon_Sharpe_POR_GSW,20251024_GSW_POR,,1
Simone Fontecchio,MIA,MEM,W,23.416666666666668,5,9,0.556,4,8,0.5,0,0,0.0,0,4,4,2,2,0,1,4,14,11.7,2025-10-24,20251024_Simone_Fontecchio_MIA_MEM,20251024_MEM_MIA,,1
Stephen Curry,GSW,POR,L,27.30333333333333,12,22,0.545,7,14,0.5,4,4,1.0,1,5,6,3,1,2,4,1,35,26.7,2025-10-24,20251024_Stephen_Curry_GSW_POR,20251024_GSW_POR,,0
Stephon Castle,SAS,NOP,W,33.44166666666667,5,12,0.417,3,8,0.375,3,6,0.5,0,6,6,6,1,1,10,3,16,4.900000000000002,2025-10-24,20251024_Stephon_Castle_SAS_NOP,20251024_NOP_SAS,,1
Steven Adams,HOU,DET,L,25.23333333333333,4,4,1.0,0,0,0.0,3,4,0.75,6,4,10,0,3,0,1,2,11,15.999999999999996,2025-10-24,20251024_Steven_Adams_HOU_DET,20251024_DET_HOU,,0
Svi Mykhailiuk,UTA,SAC,L,24.366666666666667,3,7,0.429,2,5,0.4,1,1,1.0,2,2,4,0,0,0,2,1,9,4.899999999999999,2025-10-24,20251024_Svi_Mykhailiuk_UTA_SAC,20251024_SAC_UTA,,0
