Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Keyonte George,UTA,PHX,W,43,8,18,0.444,2,9,0.222,8,8,1.0,0,5,5,10,1,0,4,5,26,20.1,2025-10-27
Klay Thompson,DAL,OKC,L,22,3,11,0.273,2,6,0.333,0,0,,0,4,4,2,0,1,2,0,8,2.8,2025-10-27
Kris Murray,POR,LAL,W,24,1,5,0.2,0,1,0.0,0,0,,3,2,5,0,2,0,0,2,2,2.8,2025-10-27
Kristaps Porziņģis,ATL,CHI,L,26,11,17,0.647,3,6,0.5,2,2,1.0,0,2,2,2,0,0,1,1,27,20.1,2025-10-27
Kyle Filipowski,UTA,PHX,W,20,1,7,0.143,1,3,0.333,0,0,,3,3,6,1,0,0,2,2,3,-0.6,2025-10-27
Larry Nance Jr.,CLE,DET,W,18,1,3,0.333,1,2,0.5,0,0,,0,4,4,2,0,1,1,5,3,1.6,2025-10-27
Lauri Markkanen,UTA,PHX,W,45,14,32,0.438,6,13,0.462,17,17,1.0,5,9,14,3,0,0,1,2,51,40.7,2025-10-27
Leonard Miller,MIN,DEN,L,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-10-27
Luguentz Dort,OKC,DAL,W,32,2,9,0.222,2,6,0.333,0,0,,0,5,5,1,0,0,0,3,6,1.5,2025-10-27
Luka Garza,BOS,NOP,W,19,5,7,0.714,3,4,0.75,3,4,0.75,3,3,6,1,0,0,1,4,16,13.8,2025-10-27
Luke Kennard,ATL,CHI,L,21,2,2,1.0,1,1,1.0,2,2,1.0,1,2,3,2,0,0,1,1,7,7.7,2025-10-27
Luke Travers,CLE,DET,W,7,0,3,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-2.1,2025-10-27
Mark Williams,PHX,UTA,L,31,9,14,0.643,0,0,,7,9,0.778,5,6,11,0,2,0,0,3,25,24.1,2025-10-27
Matas Buzelis,CHI,ATL,W,32,6,14,0.429,2,7,0.286,2,3,0.667,1,4,5,3,0,0,1,2,16,10.4,2025-10-27
Max Christie,DAL,OKC,L,31,5,10,0.5,4,8,0.5,0,0,,0,2,2,0,0,0,0,2,14,8.8,2025-10-27
Micah Peavy,NOP,BOS,L,3,1,2,0.5,0,0,,0,0,,2,0,2,0,0,0,0,0,2,2.4,2025-10-27
Michael Porter Jr.,BKN,HOU,L,28,8,13,0.615,2,4,0.5,0,0,,1,3,4,2,0,0,3,3,18,10.9,2025-10-27
Mike Conley,MIN,DEN,L,26,3,8,0.375,1,3,0.333,3,3,1.0,1,2,3,4,1,1,0,0,10,11.4,2025-10-27
Moses Moody,GSW,MEM,W,22,6,10,0.6,5,7,0.714,3,3,1.0,0,2,2,1,1,2,2,2,20,16.3,2025-10-27
Mouhamed Gueye,ATL,CHI,L,10,2,3,0.667,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,4,2.7,2025-10-27
Naji Marshall,DAL,OKC,L,23,2,7,0.286,0,2,0.0,5,5,1.0,1,3,4,0,1,0,0,2,9,6.7,2025-10-27
Naz Reid,MIN,DEN,L,27,7,12,0.583,2,6,0.333,2,4,0.5,2,5,7,2,1,1,2,4,18,14.0,2025-10-27
Neemias Queta,BOS,NOP,W,22,3,8,0.375,0,0,,0,0,,7,4,11,0,0,4,1,3,6,8.3,2025-10-27
Nic Claxton,BKN,HOU,L,23,3,5,0.6,0,0,,0,0,,2,1,3,3,0,0,1,5,6,4.5,2025-10-27
Nick Richards,PHX,UTA,L,15,2,6,0.333,0,0,,2,2,1.0,5,5,10,0,0,3,1,2,6,7.9,2025-10-27
Nick Smith Jr.,LAL,POR,L,20,1,5,0.2,0,2,0.0,0,0,,0,3,3,3,0,1,2,2,2,-0.2,2025-10-27
Nickeil Alexander-Walker,ATL,CHI,L,30,6,11,0.545,4,6,0.667,1,2,0.5,2,1,3,3,1,0,0,3,17,14.9,2025-10-27
Nigel Hayes-Davis,PHX,UTA,L,3,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,-1.1,2025-10-27
Nikola Jokić,DEN,MIN,W,36,9,10,0.9,0,0,,7,7,1.0,6,13,19,10,2,1,3,4,25,34.8,2025-10-27
Nikola Vučević,CHI,ATL,W,34,7,11,0.636,1,4,0.25,2,2,1.0,4,13,17,9,2,0,3,3,17,22.9,2025-10-27
Noah Clowney,BKN,HOU,L,16,1,6,0.167,0,4,0.0,0,0,,1,1,2,1,0,0,0,0,2,-0.1,2025-10-27
Noah Penda,ORL,PHI,L,7,1,1,1.0,1,1,1.0,0,0,,1,1,2,1,0,0,0,2,3,3.6,2025-10-27
Nolan Traore,BKN,HOU,L,21,1,5,0.2,1,3,0.333,1,2,0.5,0,1,1,3,0,0,2,4,4,-0.7,2025-10-27
Ochai Agbaji,TOR,SAS,L,12,2,4,0.5,0,0,,0,0,,0,1,1,2,1,0,0,0,4,4.7,2025-10-27
Olivier-Maxence Prosper,MEM,GSW,L,1,1,1,1.0,0,0,,2,2,1.0,0,0,0,0,0,0,0,0,4,3.7,2025-10-27
Onyeka Okongwu,ATL,CHI,L,29,8,11,0.727,2,3,0.667,0,4,0.0,1,9,10,2,1,1,0,2,18,17.6,2025-10-27
Oso Ighodaro,PHX,UTA,L,13,1,3,0.333,0,0,,0,0,,0,1,1,1,0,1,1,2,2,0.2,2025-10-27
P.J. Washington,DAL,OKC,L,38,5,10,0.5,2,5,0.4,3,7,0.429,2,7,9,3,1,1,1,0,15,14.7,2025-10-27
PJ Hall,MEM,GSW,L,1,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,1.0,2025-10-27
Paolo Banchero,ORL,PHI,L,38,10,18,0.556,1,4,0.25,11,11,1.0,1,6,7,5,0,3,2,3,32,28.3,2025-10-27
Pat Spencer,GSW,MEM,W,1,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,2025-10-27
Patrick Williams,CHI,ATL,W,22,4,9,0.444,2,7,0.286,2,3,0.667,1,2,3,2,0,0,0,1,12,9.2,2025-10-27
Paul Reed,DET,CLE,L,8,2,3,0.667,0,1,0.0,0,0,,1,1,2,0,1,0,2,0,4,2.7,2025-10-27
Payton Pritchard,BOS,NOP,W,31,7,15,0.467,2,7,0.286,2,2,1.0,2,1,3,8,1,0,1,2,18,16.8,2025-10-27
Peyton Watson,DEN,MIN,W,25,4,6,0.667,2,2,1.0,2,2,1.0,0,2,2,1,1,2,1,0,12,12.1,2025-10-27
Quentin Grimes,PHI,ORL,W,26,3,8,0.375,3,4,0.75,5,6,0.833,0,5,5,3,0,0,2,6,14,8.4,2025-10-27
Quinten Post,GSW,MEM,W,13,1,4,0.25,0,3,0.0,0,0,,0,4,4,2,0,2,0,2,2,2.8,2025-10-27
RJ Barrett,TOR,SAS,L,32,9,18,0.5,2,7,0.286,5,5,1.0,0,2,2,2,1,0,2,1,25,16.6,2025-10-27
Rayan Rupert,POR,LAL,W,1,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7,2025-10-27
Reed Sheppard,HOU,BKN,W,24,6,11,0.545,3,7,0.429,0,0,,1,3,4,8,1,0,2,1,15,15.5,2025-10-27
Riley Minix,SAS,TOR,W,2,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,2025-10-27
Rob Dillingham,MIN,DEN,L,12,2,2,1.0,0,0,,0,0,,0,0,0,2,1,0,3,2,4,2.0,2025-10-27
Ron Harper Jr.,BOS,NOP,W,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-10-27
Ronald Holland II,DET,CLE,L,26,4,9,0.444,2,3,0.667,1,2,0.5,1,3,4,1,1,0,2,4,11,5.6,2025-10-27
Royce O'Neale,PHX,UTA,L,46,6,17,0.353,5,12,0.417,0,0,,5,8,13,7,5,0,4,5,17,17.3,2025-10-27
Rudy Gobert,MIN,DEN,L,26,3,7,0.429,0,0,,2,2,1.0,2,3,5,1,1,2,1,4,8,7.1,2025-10-27
Rui Hachimura,LAL,POR,L,36,6,12,0.5,2,5,0.4,2,4,0.5,1,5,6,1,0,1,3,2,16,9.0,2025-10-27
Ryan Dunn,PHX,UTA,L,17,3,4,0.75,1,2,0.5,0,0,,1,1,2,1,0,0,0,3,7,5.9,2025-10-27
Saddiq Bey,NOP,BOS,L,24,4,9,0.444,3,7,0.429,0,0,,0,2,2,0,2,0,3,0,11,5.9,2025-10-27
Sam Hauser,BOS,NOP,W,26,3,10,0.3,3,10,0.3,0,0,,0,3,3,2,1,1,1,1,9,5.8,2025-10-27
Sam Merrill,CLE,DET,W,18,4,7,0.571,3,6,0.5,0,0,,0,1,1,1,2,0,0,1,11,10.3,2025-10-27
Sandro Mamukelashvili,TOR,SAS,L,17,2,2,1.0,1,1,1.0,0,2,0.0,0,0,0,2,1,0,2,1,5,3.6,2025-10-27
Santi Aldama,MEM,GSW,L,22,6,13,0.462,2,6,0.333,0,2,0.0,1,5,6,4,3,0,2,1,14,12.1,2025-10-27
Scottie Barnes,TOR,SAS,L,30,3,7,0.429,2,4,0.5,0,1,0.0,0,3,3,2,0,1,2,4,8,3.3,2025-10-27
Shaedon Sharpe,POR,LAL,W,29,6,16,0.375,0,6,0.0,4,4,1.0,2,5,7,2,4,0,5,2,16,9.7,2025-10-27
Shai Gilgeous-Alexander,OKC,DAL,W,35,10,22,0.455,1,3,0.333,2,2,1.0,0,4,4,8,1,0,4,0,23,15.4,2025-10-27
Sidy Cissoko,POR,LAL,W,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-10-27
Spencer Jones,DEN,MIN,W,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,2025-10-27
Stephen Curry,GSW,MEM,W,30,5,11,0.455,4,9,0.444,2,2,1.0,0,4,4,3,0,0,1,2,16,11.8,2025-10-27
Stephon Castle,SAS,TOR,W,31,6,12,0.5,1,4,0.25,9,14,0.643,2,3,5,4,2,0,5,1,22,15.7,2025-10-27
Steven Adams,HOU,BKN,W,16,0,1,0.0,0,0,,4,4,1.0,5,3,8,1,0,1,1,1,4,7.7,2025-10-27
Svi Mykhailiuk,UTA,PHX,W,37,4,8,0.5,2,5,0.4,1,1,1.0,2,1,3,3,4,0,1,3,11,12.6,2025-10-27
Tari Eason,HOU,BKN,W,26,8,12,0.667,5,7,0.714,1,3,0.333,0,5,5,5,0,1,0,2,22,20.9,2025-10-27
Taylor Hendricks,UTA,PHX,W,19,0,4,0.0,0,1,0.0,0,0,,3,3,6,0,1,0,0,1,0,0.8,2025-10-27
Terance Mann,BKN,HOU,L,23,8,11,0.727,3,5,0.6,2,3,0.667,3,3,6,0,0,0,0,2,21,18.3,2025-10-27
Terrence Shannon Jr.,MIN,DEN,L,25,3,8,0.375,1,3,0.333,2,3,0.667,1,2,3,1,1,0,1,2,9,5.4,2025-10-27
Thomas Bryant,CLE,DET,W,7,2,4,0.5,0,2,0.0,0,0,,1,1,2,0,0,0,0,3,4,1.8,2025-10-27
Tim Hardaway Jr.,DEN,MIN,W,32,7,11,0.636,4,6,0.667,2,2,1.0,0,1,1,3,0,0,0,2,20,16.7,2025-10-27
Tobias Harris,DET,CLE,L,18,2,8,0.25,2,5,0.4,4,4,1.0,0,3,3,1,1,0,2,5,10,3.8,2025-10-27
Tolu Smith,DET,CLE,L,6,3,4,0.75,0,0,,5,7,0.714,2,2,4,0,1,0,1,0,11,10.6,2025-10-27
Toumani Camara,POR,LAL,W,30,2,7,0.286,0,3,0.0,0,0,,3,1,4,3,0,1,2,2,4,2.3,2025-10-27
Trae Young,ATL,CHI,L,34,7,22,0.318,1,10,0.1,6,7,0.857,0,3,3,17,0,0,1,2,21,19.0,2025-10-27
Trayce Jackson-Davis,GSW,MEM,W,7,0,1,0.0,0,0,,2,2,1.0,0,1,1,1,1,0,0,1,2,2.9,2025-10-27
Tre Jones,CHI,ATL,W,31,5,10,0.5,2,4,0.5,2,2,1.0,2,5,7,9,2,1,2,2,14,18.1,2025-10-27
Trey Murphy III,NOP,BOS,L,34,3,11,0.273,0,4,0.0,1,2,0.5,0,5,5,5,0,0,0,2,7,4.3,2025-10-27
Tristan da Silva,ORL,PHI,L,15,0,2,0.0,0,1,0.0,0,0,,0,2,2,1,0,0,0,0,0,-0.1,2025-10-27
Tyrese Martin,BKN,HOU,L,23,4,10,0.4,3,8,0.375,0,0,,2,2,4,2,0,0,0,2,11,8.2,2025-10-27
Tyrese Maxey,PHI,ORL,W,42,15,32,0.469,4,11,0.364,9,10,0.9,0,4,4,8,1,0,1,1,43,32.6,2025-10-27
Tyrese Proctor,CLE,DET,W,10,1,5,0.2,1,3,0.333,0,0,,0,2,2,1,1,0,2,1,3,-0.2,2025-10-27
Tyson Etienne,BKN,HOU,L,5,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,2025-10-27
Tyus Jones,ORL,PHI,L,10,1,1,1.0,0,0,,0,0,,2,1,3,2,1,0,0,0,2,5.8,2025-10-27
VJ Edgecombe,PHI,ORL,W,39,10,17,0.588,2,4,0.5,4,4,1.0,2,2,4,7,1,1,2,4,26,23.1,2025-10-27
Victor Wembanyama,SAS,TOR,W,31,7,8,0.875,0,0,,10,10,1.0,2,13,15,4,1,1,4,1,24,26.6,2025-10-27
Walker Kessler,UTA,PHX,W,35,9,12,0.75,1,2,0.5,6,7,0.857,8,3,11,4,0,4,3,5,25,26.9,2025-10-27
Walter Clayton Jr.,UTA,PHX,W,23,2,7,0.286,2,6,0.333,0,0,,1,2,3,2,0,0,2,6,6,0.2,2025-10-27
Wendell Carter Jr.,ORL,PHI,L,34,4,11,0.364,1,2,0.5,1,3,0.333,4,6,10,2,1,2,2,3,10,8.3,2025-10-27
Will Richard,GSW,MEM,W,9,2,3,0.667,0,1,0.0,0,0,,1,1,2,1,1,0,1,2,4,3.6,2025-10-27
Xavier Tillman,BOS,NOP,W,7,2,2,1.0,0,0,,0,0,,0,0,0,1,0,0,0,0,4,4.1,2025-10-27
Yang Hansen,POR,LAL,W,9,0,3,0.0,0,2,0.0,1,2,0.5,1,0,1,0,0,0,1,0,1,-1.8,2025-10-27
Yves Missi,NOP,BOS,L,19,3,4,0.75,0,0,,5,5,1.0,3,4,7,3,0,0,1,2,11,13.0,2025-10-27
Zaccharie Risacher,ATL,CHI,L,20,1,5,0.2,0,2,0.0,0,0,,0,0,0,0,0,0,1,1,2,-2.5,2025-10-27
Zeke Nnaji,DEN,MIN,W,1,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,2025-10-27
AJ Green,MIL,NYK,W,24,3,5,0.6,3,5,0.6,0,0,,0,4,4,0,0,0,1,4,9,5.3,2025-10-28
Aaron Wiggins,OKC,SAC,W,34,7,15,0.467,4,10,0.4,0,0,,4,2,6,6,1,3,3,1,18,17.6,2025-10-28
Adem Bona,PHI,WAS,W,18,1,3,0.333,0,0,,0,0,,3,2,5,0,0,5,1,0,2,5.5,2025-10-28
Ajay Mitchell,OKC,SAC,W,24,7,15,0.467,3,7,0.429,1,1,1.0,0,0,0,1,2,0,4,5,18,7.0,2025-10-28
Al Horford,GSW,LAC,W,20,1,5,0.2,0,3,0.0,0,0,,3,1,4,0,1,0,1,1,2,0.9,2025-10-28
Alex Caruso,OKC,SAC,W,24,2,5,0.4,2,5,0.4,2,2,1.0,1,1,2,3,2,1,1,1,8,9.7,2025-10-28
Alex Sarr,WAS,PHI,L,34,13,23,0.565,3,7,0.429,2,2,1.0,3,8,11,5,2,2,5,4,31,24.9,2025-10-28
Amir Coffey,MIL,NYK,W,15,2,3,0.667,1,2,0.5,3,3,1.0,0,2,2,0,0,0,0,0,8,7.3,2025-10-28
Andre Drummond,PHI,WAS,W,12,3,4,0.75,0,0,,0,0,,4,6,10,0,0,1,0,1,6,9.3,2025-10-28
Andrew Wiggins,MIA,CHA,W,30,8,15,0.533,3,6,0.5,2,2,1.0,1,1,2,2,3,1,2,1,21,17.4,2025-10-28
Ariel Hukporti,NYK,MIL,L,12,0,0,,0,0,,0,0,,2,1,3,1,1,0,1,1,0,2.0,2025-10-28
Bam Adebayo,MIA,CHA,W,30,10,16,0.625,3,5,0.6,3,4,0.75,1,5,6,2,0,0,1,2,26,20.2,2025-10-28
Bobby Portis,MIL,NYK,W,16,4,10,0.4,1,4,0.25,0,0,,0,2,2,0,1,1,0,1,9,5.5,2025-10-28
Bogdan Bogdanović,LAC,GSW,L,9,1,5,0.2,0,3,0.0,0,0,,0,1,1,0,0,0,0,1,2,-1.2,2025-10-28
Branden Carlson,OKC,SAC,W,4,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,1,2,1.6,2025-10-28
Brandin Podziemski,GSW,LAC,W,27,5,10,0.5,2,6,0.333,0,0,,0,5,5,4,1,1,1,0,12,12.0,2025-10-28
Brook Lopez,LAC,GSW,L,19,1,6,0.167,0,4,0.0,1,2,0.5,0,2,2,1,0,0,0,0,3,0.1,2025-10-28
Brooks Barnhizer,OKC,SAC,W,7,1,3,0.333,0,0,,0,0,,0,1,1,0,0,0,0,1,2,0.2,2025-10-28
Bub Carrington,WAS,PHI,L,38,3,6,0.5,2,3,0.667,2,2,1.0,0,5,5,5,1,1,2,4,10,10.1,2025-10-28
Buddy Hield,GSW,LAC,W,10,1,2,0.5,0,1,0.0,0,0,,1,2,3,0,0,0,0,0,2,2.3,2025-10-28
CJ McCollum,WAS,PHI,L,40,4,14,0.286,2,6,0.333,4,4,1.0,0,1,1,7,1,0,1,4,14,9.4,2025-10-28
Cam Christie,LAC,GSW,L,6,1,2,0.5,1,2,0.5,1,2,0.5,0,0,0,0,0,0,0,0,4,2.6,2025-10-28
Cam Whitmore,WAS,PHI,L,13,4,7,0.571,1,2,0.5,0,0,,0,0,0,0,2,0,1,2,9,5.9,2025-10-28
Cason Wallace,OKC,SAC,W,27,3,9,0.333,2,5,0.4,0,0,,0,1,1,3,1,0,2,2,8,3.5,2025-10-28
Chris Paul,LAC,GSW,L,14,0,2,0.0,0,1,0.0,0,0,,0,1,1,2,3,0,1,0,0,2.3,2025-10-28
Chris Youngblood,OKC,SAC,W,3,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,2,0,-0.1,2025-10-28
Cole Anthony,MIL,NYK,W,24,2,7,0.286,0,4,0.0,0,0,,0,4,4,9,0,1,1,4,4,5.5,2025-10-28
Collin Sexton,CHA,MIA,L,27,7,11,0.636,2,2,1.0,2,2,1.0,1,4,5,6,0,0,4,2,18,14.4,2025-10-28
Corey Kispert,WAS,PHI,L,25,5,11,0.455,2,8,0.25,1,3,0.333,0,5,5,1,0,0,1,1,13,7.3,2025-10-28
Davion Mitchell,MIA,CHA,W,30,4,10,0.4,0,5,0.0,0,0,,0,4,4,9,0,0,1,2,8,8.3,2025-10-28
DeMar DeRozan,SAC,OKC,L,33,7,14,0.5,0,2,0.0,5,6,0.833,0,1,1,3,2,0,0,1,19,15.6,2025-10-28
Dennis Schröder,SAC,OKC,L,32,4,9,0.444,0,3,0.0,0,0,,0,5,5,3,1,0,2,4,8,4.3,2025-10-28
Derrick Jones Jr.,LAC,GSW,L,23,1,6,0.167,1,6,0.167,0,0,,0,2,2,1,0,0,0,1,3,0.1,2025-10-28
Devin Carter,SAC,OKC,L,9,1,1,1.0,0,0,,2,2,1.0,1,0,1,1,2,0,1,0,4,6.1,2025-10-28
Domantas Sabonis,SAC,OKC,L,35,5,15,0.333,0,2,0.0,0,0,,6,12,18,3,1,1,5,4,10,6.5,2025-10-28
Draymond Green,GSW,LAC,W,31,3,7,0.429,1,3,0.333,0,0,,2,5,7,4,3,0,0,3,7,10.8,2025-10-28
Drew Eubanks,SAC,OKC,L,13,0,0,,0,0,,0,0,,1,3,4,0,1,1,1,0,0,2.3,2025-10-28
Dru Smith,MIA,CHA,W,16,2,3,0.667,1,2,0.5,0,0,,0,0,0,5,2,0,1,1,5,7.8,2025-10-28
Eric Gordon,PHI,WAS,W,5,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-10-28
Gary Payton II,GSW,LAC,W,5,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0,0.3,2025-10-28
Gary Trent Jr.,MIL,NYK,W,31,4,9,0.444,2,5,0.4,1,1,1.0,0,3,3,3,1,0,1,1,11,8.9,2025-10-28
Giannis Antetokounmpo,MIL,NYK,W,33,16,22,0.727,0,1,0.0,5,7,0.714,2,6,8,7,1,2,4,3,37,32.5,2025-10-28
Gui Santos,GSW,LAC,W,5,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,1,2,0,-3.2,2025-10-28
Isaiah Hartenstein,OKC,SAC,W,31,2,3,0.667,0,0,,0,1,0.0,2,12,14,3,1,2,2,1,4,9.4,2025-10-28
Ivica Zubac,LAC,GSW,L,24,7,12,0.583,0,0,,0,0,,5,7,12,1,0,1,3,0,14,12.4,2025-10-28
Jabari Walker,PHI,WAS,W,6,3,3,1.0,0,0,,2,2,1.0,2,0,2,0,1,0,0,2,8,8.7,2025-10-28
Jahmir Young,MIA,CHA,W,3,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3,2025-10-28
Jahmyl Telfort,LAC,GSW,L,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-10-28
Jaime Jaquez Jr.,MIA,CHA,W,28,9,14,0.643,2,4,0.5,8,8,1.0,1,3,4,5,1,0,3,2,28,24.1,2025-10-28
Jalen Brunson,NYK,MIL,L,35,14,25,0.56,1,5,0.2,7,9,0.778,0,4,4,3,2,0,2,3,36,25.4,2025-10-28
James Harden,LAC,GSW,L,32,6,15,0.4,1,5,0.2,7,7,1.0,0,4,4,1,2,0,3,1,20,12.4,2025-10-28
Jamir Watkins,WAS,PHI,L,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-10-28
Jaylin Williams,OKC,SAC,W,17,1,6,0.167,1,6,0.167,0,0,,2,3,5,4,2,1,1,0,3,6.0,2025-10-28
Jimmy Butler III,GSW,LAC,W,32,9,12,0.75,3,4,0.75,0,0,,2,3,5,5,0,0,1,0,21,21.0,2025-10-28
Joel Embiid,PHI,WAS,W,23,9,17,0.529,3,6,0.5,4,6,0.667,3,4,7,5,0,1,3,4,25,18.8,2025-10-28
John Collins,LAC,GSW,L,23,2,6,0.333,0,2,0.0,1,2,0.5,2,5,7,0,1,1,2,0,5,3.8,2025-10-28
Jonathan Kuminga,GSW,LAC,W,26,4,11,0.364,1,2,0.5,0,1,0.0,1,4,5,1,1,0,2,3,9,2.9,2025-10-28
Jordan Clarkson,NYK,MIL,L,17,4,7,0.571,2,3,0.667,0,0,,1,0,1,1,0,0,2,0,10,6.1,2025-10-28
Josh Hart,NYK,MIL,L,26,1,5,0.2,1,4,0.25,0,0,,1,3,4,4,2,0,2,0,3,4.3,2025-10-28
Justin Champagnie,WAS,PHI,L,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-10-28
Justin Edwards,PHI,WAS,W,14,1,3,0.333,1,3,0.333,0,0,,0,0,0,0,0,0,0,1,3,0.9,2025-10-28
Karl-Anthony Towns,NYK,MIL,L,35,2,12,0.167,0,3,0.0,4,4,1.0,5,7,12,1,1,1,3,5,8,3.4,2025-10-28
Kawhi Leonard,LAC,GSW,L,31,7,17,0.412,1,4,0.25,3,3,1.0,1,5,6,1,1,0,1,0,18,11.8,2025-10-28
Kel'el Ware,MIA,CHA,W,27,4,13,0.308,2,8,0.25,4,5,0.8,3,6,9,1,0,0,2,1,14,8.3,2025-10-28
Kelly Oubre Jr.,PHI,WAS,W,44,5,13,0.385,3,5,0.6,4,5,0.8,3,8,11,1,1,1,1,2,17,14.6,2025-10-28
Keon Ellis,SAC,OKC,L,27,4,10,0.4,2,5,0.4,2,2,1.0,0,2,2,0,2,1,0,2,12,9.1,2025-10-28
Keshad Johnson,MIA,CHA,W,3,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.0,2025-10-28
Khris Middleton,WAS,PHI,L,31,4,11,0.364,1,3,0.333,4,4,1.0,5,5,10,3,0,0,2,4,13,10.4,2025-10-28
Kobe Brown,LAC,GSW,L,6,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,1,0,2,1.0,2025-10-28
Kon Knueppel,CHA,MIA,L,27,7,15,0.467,5,11,0.455,0,0,,0,3,3,4,1,0,1,1,19,14.6,2025-10-28
Kris Dunn,LAC,GSW,L,26,2,6,0.333,1,2,0.5,0,0,,3,1,4,0,0,0,2,2,5,1.2,2025-10-28
Kyle Kuzma,MIL,NYK,W,20,0,2,0.0,0,1,0.0,5,6,0.833,0,5,5,1,0,0,2,3,5,2.2,2025-10-28
Kyshawn George,WAS,PHI,L,40,8,17,0.471,4,7,0.571,0,2,0.0,1,8,9,7,2,1,1,5,20,18.2,2025-10-28
LaMelo Ball,CHA,MIA,L,28,6,18,0.333,4,12,0.333,4,5,0.8,0,8,8,9,1,0,5,4,20,12.5,2025-10-28
Landry Shamet,NYK,MIL,L,30,5,11,0.455,4,9,0.444,2,2,1.0,2,1,3,1,1,0,1,1,16,12.3,2025-10-28
Liam McNeeley,CHA,MIA,L,11,1,1,1.0,1,1,1.0,3,4,0.75,0,1,1,0,0,0,0,2,6,4.8,2025-10-28
Luguentz Dort,OKC,SAC,W,35,4,9,0.444,1,6,0.167,4,4,1.0,1,4,5,1,1,0,1,3,13,9.7,2025-10-28
Malik Monk,SAC,OKC,L,26,3,7,0.429,0,3,0.0,3,4,0.75,0,2,2,4,1,0,2,2,9,6.5,2025-10-28
Marvin Bagley III,WAS,PHI,L,19,6,7,0.857,0,0,,2,4,0.5,3,4,7,3,2,1,1,3,14,16.6,2025-10-28
Mikal Bridges,NYK,MIL,L,39,8,16,0.5,3,7,0.429,5,5,1.0,3,8,11,6,1,0,0,4,24,24.1,2025-10-28
Miles Bridges,CHA,MIA,L,31,6,16,0.375,2,7,0.286,3,4,0.75,0,4,4,1,1,1,2,2,17,8.6,2025-10-28
Mohamed Diawara,NYK,MIL,L,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2025-10-28
Moses Moody,GSW,LAC,W,22,3,9,0.333,3,7,0.429,0,0,,0,3,3,2,1,0,2,2,9,4.4,2025-10-28
Moussa Diabaté,CHA,MIA,L,19,3,4,0.75,0,0,,2,2,1.0,1,1,2,0,0,1,1,3,8,5.9,2025-10-28
Myles Turner,MIL,NYK,W,30,1,6,0.167,1,5,0.2,2,2,1.0,2,6,8,3,0,3,0,0,5,8.6,2025-10-28
Myron Gardner,MIA,CHA,W,3,1,1,1.0,1,1,1.0,0,0,,0,1,1,1,0,0,0,2,3,2.9,2025-10-28
Nicolas Batum,LAC,GSW,L,20,1,4,0.25,1,4,0.25,0,0,,2,4,6,1,0,0,0,0,3,3.9,2025-10-28
Nikola Jović,MIA,CHA,W,22,4,7,0.571,2,4,0.5,0,0,,1,5,6,2,0,0,0,2,10,9.5,2025-10-28
OG Anunoby,NYK,MIL,L,34,3,11,0.273,1,6,0.167,2,3,0.667,2,4,6,5,1,1,2,4,9,6.3,2025-10-28
Pat Spencer,GSW,LAC,W,3,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,2025-10-28
Pelle Larsson,MIA,CHA,W,31,6,10,0.6,3,6,0.5,2,2,1.0,1,4,5,3,1,0,0,0,17,17.4,2025-10-28
Quentin Grimes,PHI,WAS,W,39,7,17,0.412,3,10,0.3,6,6,1.0,1,6,7,3,3,2,2,2,23,20.1,2025-10-28
